,player.id_in_group,player.wtp_voting_cost,player.is_large_team,player.is_large_team_pq,player.is_winner,player.is_winner_pq,player.voting_cost,player.vote,player.temp_payoff,group.small_team_vote_count,group.large_team_vote_count,group.small_team_win,group.small_team_vote_count_pq,group.large_team_vote_count_pq,group.small_team_win_pq,group.total_vote_count_pq,player.Q2_vote,player.Q2_vote_pq,player.Q2_no_vote,player.Q2_no_vote_pq,player.Q2_willingness_to_pay,player.Q3_vote,player.Q3_vote_pq,player.Q3_no_vote,player.Q3_no_vote_pq,player.Q3_willingness_to_pay,player.Q4_vote,player.Q4_vote_pq,player.Q4_no_vote,player.Q4_no_vote_pq,player.Q4_willingness_to_pay,player.Q5_vote,player.Q5_vote_pq,player.Q5_no_vote,player.Q5_no_vote_pq,player.Q5_willingness_to_pay,player.Q6_vote,player.Q6_vote_pq,player.Q6_no_vote,player.Q6_no_vote_pq,player.Q6_willingness_to_pay,treatment,round_num,session,sb_condition,bb_pq
0,1,44,1,1,1,0,93,0,50,2,3,0,3,2,1,5,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,1,0826_a_treatment,bb,different
1,1,36,1,1,1,0,31,1,19,0,3,0,0,3,1,3,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,2,0826_a_treatment,bb,same
2,1,0,0,0,1,1,81,0,100,3,1,1,3,1,1,4,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,3,0826_a_treatment,ss,
3,1,0,1,0,1,1,69,0,100,0,3,0,2,1,1,3,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,4,0826_a_treatment,bs,
4,1,0,0,1,1,0,57,0,50,2,1,1,1,2,1,3,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,5,0826_a_treatment,sb,
5,1,0,1,0,1,1,88,0,100,0,2,0,2,0,1,2,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,6,0826_a_treatment,bs,
6,1,0,1,0,0,1,97,0,50,2,1,1,0,3,1,3,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,7,0826_a_treatment,bs,
7,1,0,0,1,1,0,21,0,50,2,2,1,1,3,1,4,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,8,0826_a_treatment,sb,
8,1,0,0,1,0,0,97,0,0,3,5,0,4,4,1,8,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,9,0826_a_treatment,sb,
9,1,0,0,0,0,1,35,0,50,1,4,0,1,4,1,5,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,10,0826_a_treatment,ss,
10,1,0,0,1,1,0,70,0,50,1,1,1,1,1,1,2,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,11,0826_a_treatment,sb,
11,1,0,0,1,0,0,28,0,0,0,1,0,1,0,1,1,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,12,0826_a_treatment,sb,
12,1,0,0,0,0,1,73,0,50,0,1,0,0,1,1,1,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,13,0826_a_treatment,ss,
13,1,0,1,1,1,0,83,0,50,0,3,0,0,3,1,3,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,14,0826_a_treatment,bb,same
14,1,0,0,1,1,0,87,0,50,2,0,1,0,2,1,2,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,15,0826_a_treatment,sb,
15,1,0,1,1,1,0,54,0,50,0,3,0,0,3,1,3,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,16,0826_a_treatment,bb,same
16,1,0,0,1,0,0,44,0,0,1,1,0,1,1,1,2,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,17,0826_a_treatment,sb,
17,1,0,1,1,1,0,4,0,50,0,0,0,0,0,1,0,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,18,0826_a_treatment,bb,same
18,1,0,1,0,1,1,3,0,100,1,3,0,3,1,1,4,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,19,0826_a_treatment,bs,
19,1,0,1,0,1,1,86,0,100,0,1,0,1,0,1,1,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,20,0826_a_treatment,bs,
20,1,0,1,1,0,0,52,0,0,1,1,1,1,1,1,2,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,21,0826_a_treatment,bb,same
21,1,0,1,1,0,0,24,0,0,1,0,1,1,0,1,1,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,22,0826_a_treatment,bb,same
22,1,0,0,0,0,1,52,0,50,1,4,0,1,4,1,5,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,23,0826_a_treatment,ss,
23,1,0,1,0,1,1,77,0,100,0,1,0,1,0,1,1,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,24,0826_a_treatment,bs,
24,1,0,0,0,0,1,60,0,50,0,1,0,0,1,1,1,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,25,0826_a_treatment,ss,
25,1,0,0,0,0,1,17,0,50,0,2,0,0,2,1,2,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,26,0826_a_treatment,ss,
26,1,0,1,1,1,0,75,0,50,0,0,0,0,0,1,0,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,27,0826_a_treatment,bb,same
27,1,0,1,1,0,0,26,0,0,0,0,1,0,0,1,0,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,28,0826_a_treatment,bb,same
28,1,0,1,0,1,1,29,0,100,0,0,0,0,0,1,0,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,29,0826_a_treatment,bs,
29,1,0,0,0,0,1,11,0,50,0,1,0,0,1,1,1,30,0,10,0,0,25,0,10,0,0,80,100,60,100,0,30,100,10,100,0,0,0,0,0,0,1,30,0826_a_treatment,ss,
30,2,45,0,1,0,0,1,1,-1,2,3,0,3,2,1,5,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,1,0826_a_treatment,sb,
31,2,45,1,1,1,0,14,1,36,0,3,0,0,3,1,3,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,2,0826_a_treatment,bb,same
32,2,45,0,0,1,1,35,1,65,3,1,1,3,1,1,4,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,3,0826_a_treatment,ss,
33,2,44,1,1,1,0,12,1,38,0,3,0,2,1,1,3,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,4,0826_a_treatment,bb,different
34,2,1,0,1,1,0,32,0,50,2,1,1,1,2,1,3,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,5,0826_a_treatment,sb,
35,2,2,1,0,1,1,67,0,100,0,2,0,2,0,1,2,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,6,0826_a_treatment,bs,
36,2,1,1,0,0,1,21,0,50,2,1,1,0,3,1,3,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,7,0826_a_treatment,bs,
37,2,0,0,1,1,0,47,0,50,2,2,1,1,3,1,4,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,8,0826_a_treatment,sb,
38,2,10,0,1,0,0,93,0,0,3,5,0,4,4,1,8,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,9,0826_a_treatment,sb,
39,2,0,0,0,0,1,32,0,50,1,4,0,1,4,1,5,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,10,0826_a_treatment,ss,
40,2,4,0,1,1,0,20,0,50,1,1,1,1,1,1,2,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,11,0826_a_treatment,sb,
41,2,0,1,0,1,1,69,0,100,0,1,0,1,0,1,1,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,12,0826_a_treatment,bs,
42,2,75,1,1,1,0,54,1,-4,0,1,0,0,1,1,1,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,13,0826_a_treatment,bb,same
43,2,0,1,1,1,0,22,0,50,0,3,0,0,3,1,3,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,14,0826_a_treatment,bb,same
44,2,1,0,1,1,0,43,0,50,2,0,1,0,2,1,2,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,15,0826_a_treatment,sb,
45,2,20,1,1,1,0,6,1,44,0,3,0,0,3,1,3,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,16,0826_a_treatment,bb,same
46,2,0,0,1,0,0,11,0,0,1,1,0,1,1,1,2,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,17,0826_a_treatment,sb,
47,2,0,1,1,1,0,32,0,50,0,0,0,0,0,1,0,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,18,0826_a_treatment,bb,same
48,2,9,1,0,1,1,48,0,100,1,3,0,3,1,1,4,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,19,0826_a_treatment,bs,
49,2,49,1,0,1,1,15,1,85,0,1,0,1,0,1,1,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,20,0826_a_treatment,bs,
50,2,20,1,1,0,0,42,0,0,1,1,1,1,1,1,2,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,21,0826_a_treatment,bb,same
51,2,0,0,0,1,1,5,0,100,1,0,1,1,0,1,1,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,22,0826_a_treatment,ss,
52,2,0,0,0,0,1,87,0,50,1,4,0,1,4,1,5,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,23,0826_a_treatment,ss,
53,2,0,1,0,1,1,66,0,100,0,1,0,1,0,1,1,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,24,0826_a_treatment,bs,
54,2,0,0,0,0,1,82,0,50,0,1,0,0,1,1,1,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,25,0826_a_treatment,ss,
55,2,0,0,0,0,1,31,0,50,0,2,0,0,2,1,2,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,26,0826_a_treatment,ss,
56,2,0,1,1,1,0,91,0,50,0,0,0,0,0,1,0,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,27,0826_a_treatment,bb,same
57,2,0,1,1,0,0,7,0,0,0,0,1,0,0,1,0,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,28,0826_a_treatment,bb,same
58,2,0,1,0,1,1,65,0,100,0,0,0,0,0,1,0,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,29,0826_a_treatment,bs,
59,2,0,0,0,0,1,2,0,50,0,1,0,0,1,1,1,50,30,50,10,1,70,30,50,10,1,70,50,30,70,30,70,70,70,70,3,50,30,70,20,20,1,30,0826_a_treatment,ss,
60,3,0,0,1,0,0,28,0,0,2,3,0,3,2,1,5,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,1,0826_a_treatment,sb,
61,3,0,1,1,1,0,62,0,50,0,3,0,0,3,1,3,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,2,0826_a_treatment,bb,same
62,3,0,0,0,1,1,45,0,100,3,1,1,3,1,1,4,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,3,0826_a_treatment,ss,
63,3,0,0,1,0,0,22,0,0,0,3,0,2,1,1,3,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,4,0826_a_treatment,sb,
64,3,30,0,1,1,0,8,1,42,2,1,1,1,2,1,3,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,5,0826_a_treatment,sb,
65,3,20,1,1,1,0,72,0,50,0,2,0,2,0,1,2,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,6,0826_a_treatment,bb,different
66,3,0,1,0,0,1,56,0,50,2,1,1,0,3,1,3,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,7,0826_a_treatment,bs,
67,3,35,0,1,1,0,0,1,50,2,2,1,1,3,1,4,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,8,0826_a_treatment,sb,
68,3,30,0,1,0,0,19,1,-19,3,5,0,4,4,1,8,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,9,0826_a_treatment,sb,
69,3,0,0,0,0,1,65,0,50,1,4,0,1,4,1,5,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,10,0826_a_treatment,ss,
70,3,0,0,1,1,0,68,0,50,1,1,1,1,1,1,2,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,11,0826_a_treatment,sb,
71,3,9,1,0,1,1,68,0,100,0,1,0,1,0,1,1,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,12,0826_a_treatment,bs,
72,3,0,1,1,1,0,85,0,50,0,1,0,0,1,1,1,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,13,0826_a_treatment,bb,same
73,3,0,1,1,1,0,3,0,50,0,3,0,0,3,1,3,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,14,0826_a_treatment,bb,same
74,3,0,1,0,0,1,73,0,50,2,0,1,0,2,1,2,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,15,0826_a_treatment,bs,
75,3,40,1,1,1,0,7,1,43,0,3,0,0,3,1,3,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,16,0826_a_treatment,bb,same
76,3,30,0,1,0,0,50,0,0,1,1,0,1,1,1,2,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,17,0826_a_treatment,sb,
77,3,0,1,1,1,0,75,0,50,0,0,0,0,0,1,0,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,18,0826_a_treatment,bb,same
78,3,0,1,0,1,1,58,0,100,1,3,0,3,1,1,4,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,19,0826_a_treatment,bs,
79,3,0,1,0,1,1,12,0,100,0,1,0,1,0,1,1,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,20,0826_a_treatment,bs,
80,3,40,0,0,1,1,88,0,100,1,1,1,1,1,1,2,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,21,0826_a_treatment,ss,
81,3,30,0,0,1,1,91,0,100,1,0,1,1,0,1,1,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,22,0826_a_treatment,ss,
82,3,30,0,0,0,1,21,1,29,1,4,0,1,4,1,5,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,23,0826_a_treatment,ss,
83,3,0,1,0,1,1,72,0,100,0,1,0,1,0,1,1,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,24,0826_a_treatment,bs,
84,3,50,1,1,1,0,6,1,44,0,1,0,0,1,1,1,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,25,0826_a_treatment,bb,same
85,3,0,0,0,0,1,67,0,50,0,2,0,0,2,1,2,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,26,0826_a_treatment,ss,
86,3,0,1,1,1,0,96,0,50,0,0,0,0,0,1,0,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,27,0826_a_treatment,bb,same
87,3,0,1,1,0,0,83,0,0,0,0,1,0,0,1,0,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,28,0826_a_treatment,bb,same
88,3,0,1,0,1,1,84,0,100,0,0,0,0,0,1,0,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,29,0826_a_treatment,bs,
89,3,0,0,0,0,1,30,0,50,0,1,0,0,1,1,1,70,0,30,0,0,70,0,50,0,0,70,100,30,100,40,50,100,50,100,0,70,0,50,0,0,1,30,0826_a_treatment,ss,
90,4,25,0,1,0,0,31,0,0,2,3,0,3,2,1,5,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,1,0826_a_treatment,sb,
91,4,25,0,0,0,1,88,0,50,0,3,0,0,3,1,3,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,2,0826_a_treatment,ss,
92,4,30,1,1,0,0,33,0,0,3,1,1,3,1,1,4,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,3,0826_a_treatment,bb,same
93,4,33,0,1,0,0,65,0,0,0,3,0,2,1,1,3,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,4,0826_a_treatment,sb,
94,4,25,0,1,1,0,32,0,50,2,1,1,1,2,1,3,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,5,0826_a_treatment,sb,
95,4,30,0,1,0,0,40,0,0,0,2,0,2,0,1,2,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,6,0826_a_treatment,sb,
96,4,42,1,1,0,0,27,1,-27,2,1,1,0,3,1,3,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,7,0826_a_treatment,bb,different
97,4,10,0,1,1,0,49,0,50,2,2,1,1,3,1,4,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,8,0826_a_treatment,sb,
98,4,20,0,1,0,0,3,1,-3,3,5,0,4,4,1,8,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,9,0826_a_treatment,sb,
99,4,10,0,0,0,1,11,0,50,1,4,0,1,4,1,5,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,10,0826_a_treatment,ss,
100,4,20,0,1,1,0,12,1,38,1,1,1,1,1,1,2,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,11,0826_a_treatment,sb,
101,4,10,1,0,1,1,79,0,100,0,1,0,1,0,1,1,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,12,0826_a_treatment,bs,
102,4,20,1,1,1,0,95,0,50,0,1,0,0,1,1,1,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,13,0826_a_treatment,bb,same
103,4,23,1,1,1,0,6,1,44,0,3,0,0,3,1,3,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,14,0826_a_treatment,bb,same
104,4,20,1,0,0,1,41,0,50,2,0,1,0,2,1,2,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,15,0826_a_treatment,bs,
105,4,20,1,1,1,0,50,0,50,0,3,0,0,3,1,3,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,16,0826_a_treatment,bb,same
106,4,10,1,0,1,1,58,0,100,1,1,0,1,1,1,2,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,17,0826_a_treatment,bs,
107,4,15,1,1,1,0,59,0,50,0,0,0,0,0,1,0,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,18,0826_a_treatment,bb,same
108,4,15,1,0,1,1,16,0,100,1,3,0,3,1,1,4,40,15,30,10,20,50,20,30,10,10,40,60,30,80,5,50,60,40,80,5,40,30,30,20,10,1,19,0826_a_treatment,bs,
